carrera,carrera_grupo,Carrera_normalizada
Magister de la Universidad de Buenos Aires en Tributacion,Juridicas,Contabilidad
Magister en Administración y Contabilidad Publica,Economicas,Contabilidad
Magister en Auditoria,Economicas,Contabilidad
Magister en Contabilidad,Economicas,Contabilidad
Magister en Contabilidad Internacional,Economicas,Contabilidad
Magister en Contabilidad Superíor y Auditoria,Economicas,Contabilidad
Magister en Contabilidad y Auditoria,Economicas,Contabilidad
Magister en Finanzas Publicas y Tributacion,Economicas,Contabilidad
Magister en Tributacion,Juridicas,Contabilidad
Tecnicatura Contable,Economicas,Contabilidad
Tecnicatura en Administración Superíor,Economicas,Contabilidad
Tecnicatura en Administración y Gestión Tributaria - MD,Economicas,Contabilidad
Tecnicatura en Contabilidad y Costos,Economicas,Contabilidad
Tecnicatura en Gestión Contable Impositiva - MD,Economicas,Contabilidad
Tecnicatura Universitaria Administrativo Contable,Economicas,Contabilidad
Tecnicatura Universitaria Administrativo Contable Impositivo,Economicas,Contabilidad
Tecnicatura Universitaria Contable,Economicas,Contabilidad
Tecnicatura Universitaria en Administración - Contador Publico,Economicas,Contabilidad
Tecnicatura Universitaria en Administración Tributaria - MD,Economicas,Contabilidad
Tecnicatura Universitaria en Contabilidad,Economicas,Contabilidad
Tecnicatura Universitaria en Contabilidad e Impuestos,Economicas,Contabilidad
Tecnicatura Universitaria en Costos,Economicas,Contabilidad
Tecnicatura Universitaria en Impuestos,Economicas,Contabilidad
Tecnicatura Universitaria Impositivo Contable,Economicas,Contabilidad
Analista Universitaria Contable - MD,Economicas,Contador Publico Nacional
Analista Universitaria en Gestión de Empresas (Cont.Pub.),Economicas,Contador Publico Nacional
CBC - Contador Publico,Economicas,Contador Publico Nacional
Contador Publico,Economicas,Contador Publico Nacional
Contador Publico - 4a,Economicas,Contador Publico Nacional
Contador Publico - Ciclo de Complementacion Curricular - MD,Economicas,Contador Publico Nacional
Contador Publico - MD,Economicas,Contador Publico Nacional
Contador Publico (4 y medio años),Economicas,Contador Publico Nacional
Contador Publico Nacional,Economicas,Contador Publico Nacional
Contador Publico Nacional - MD,Economicas,Contador Publico Nacional
Contador Publico Nacional y Perito Partidor,Economicas,Contador Publico Nacional
Caligrafo Publico,Juridicas,Criminologia
Caligrafo Publico Nacional,Juridicas,Criminologia
Especialista en Criminalistica y Actividades Periciales con Mencion en Ciencias Exactas,Juridicas,Criminologia
Especialista en Criminalistica y Actividades Periciales con Mencion en Ciencias Naturales,Juridicas,Criminologia
Especialista en Criminologia,Juridicas,Criminologia
Especialista en Derecho Penal y Criminologia,Juridicas,Criminologia
Especialista en Investigacion Cientifica del Delito,Juridicas,Criminologia
Licenciatura en Criminalistica,Juridicas,Criminologia
Licenciatura en Criminalistica - Ciclo de Licenciatura,Juridicas,Criminologia
Licenciatura en Criminalistica y Criminologia,Juridicas,Criminologia
Licenciatura en Criminologia y Ciencias Forenses,Juridicas,Criminologia
Licenciatura en Documentacion y Gestión de la Información,Juridicas,Criminologia
Licenciatura en Gestión de la Seguridad - Ciclo de Licenciatura - MD,Juridicas,Criminologia
Licenciatura en Seguridad Ciudadana - Ciclo de Licenciatura - MD,Juridicas,Criminologia
Licenciatura en Seguridad Ciudadana - Modalidad a distancia - Ciclo de Complementacion Curricular,Juridicas,Criminologia
Licenciatura en Seguridad Publica y Ciudadana - Ciclo de Complementacion Curricular,Juridicas,Criminologia
Magister en Ciencias Criminologico-Forenses,Juridicas,Criminologia
Magister en Criminologia,Juridicas,Criminologia
Master en Criminologia,Juridicas,Criminologia
Perito en Balistica,Juridicas,Criminologia
Perito en Ciencias Criminalisticas,Juridicas,Criminologia
Perito en Documentologia,Juridicas,Criminologia
Perito en Inspecciones Oculares y Dactiloscopia,Juridicas,Criminologia
Perito en Papiloscopia,Juridicas,Criminologia
Tecnicatura en Balistica,Juridicas,Criminologia
Tecnicatura en Investigacion de la Escena del Crimen - MD,Juridicas,Criminologia
Tecnicatura en Papiloscopia,Juridicas,Criminologia
Tecnicatura Superíor en Seguridad,Juridicas,Criminologia
Tecnicatura Universitaria en Balistica y Armas Portatiles,Juridicas,Criminologia
Tecnicatura Universitaria en Criminalistica,Juridicas,Criminologia
Tecnicatura Universitaria en Seguridad Publica y Ciudadana orientada a la Investigacion Criminal,Juridicas,Criminologia
Tecnicatura Universitaria en Seguridad Publica y Ciudadana orientado a la Funcion Policial,Juridicas,Criminologia
Abogado Especialista en Derecho Administrativo y Administración Publica,Juridicas,Derecho y Ciencias Juridicas
Asistente Juridico Universitaria,Juridicas,Derecho y Ciencias Juridicas
Bachiller Universitaria en Derecho,Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Administrativo",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Agrarío y Minero",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Civil",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Constitucional",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Fiscal",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Internacional",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Laboral",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Mercantil",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Mercantil y Derecho Fiscal",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Penal",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Politico",Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad de Buenos Aires, area Derecho Procesal",Juridicas,Derecho y Ciencias Juridicas
Doctor de la Universidad Nacional del Nordeste - Area Ciencias Juridicas - Derecho,Juridicas,Derecho y Ciencias Juridicas
"Doctor de la Universidad Nacional del Nordeste en Derecho Publico, Politica y Gobierno",Juridicas,Derecho y Ciencias Juridicas
Doctor de la Universidad Nacional del Nordeste en el area del Derecho,Juridicas,Derecho y Ciencias Juridicas
Doctor en Ciencias Juridicas,Juridicas,Derecho y Ciencias Juridicas
Doctor en Ciencias Juridicas y Sociales,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho Canonico,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho con Orientación en Derecho Privado,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho Internacional Privado,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho Penal y Ciencias Penales,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho Privado,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho Publico y Economía de Gobierno,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho Registral y Notarial,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derecho y Ciencias Sociales,Juridicas,Derecho y Ciencias Juridicas
Doctor en Derechos Humanos,Juridicas,Derecho y Ciencias Juridicas
Doctor en Humanidades (Area Derecho),Juridicas,Derecho y Ciencias Juridicas
Doctor en Notariado,Juridicas,Derecho y Ciencias Juridicas
Escribano - MD,Juridicas,Derecho y Ciencias Juridicas
Escribano Publico Nacional,Juridicas,Derecho y Ciencias Juridicas
Escribano Publico Nacional - Ciclo de Complementacion Curricular,Juridicas,Derecho y Ciencias Juridicas
Especialista en Abogados del Estado,Juridicas,Derecho y Ciencias Juridicas
Especialista en Actividad Jurisdiccional y Administración de Juzgados y Tribunales Colegiados,Juridicas,Derecho y Ciencias Juridicas
Especialista en Actividad Jurisdiccional y Administración de Juzgados y Tribunales Colegiales,Juridicas,Derecho y Ciencias Juridicas
Especialista en Administración de Justicia,Juridicas,Derecho y Ciencias Juridicas
Especialista en Asesoramiento Juridico de Empresas,Juridicas,Derecho y Ciencias Juridicas
Especialista en Asesoria Juridica de Empresas,Juridicas,Derecho y Ciencias Juridicas
Especialista en Ciencias Penales,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Administrativo,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Administrativo y Administración Publica,Juridicas,Derecho y Ciencias Juridicas
"Especialista en Derecho Aeronáutico, Espacial y Aeroportuarío",Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Agrarío,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Ambiental,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Ambiental y Tutela del Patrimonio Cultural,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Bancarío,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Civil,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Comercial,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Daños,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Daños y Contratos,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Empresas,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Familia,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Familia y de Menores,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Familia y Sucesorío,Juridicas,Derecho y Ciencias Juridicas
"Especialista en Derecho de Familia, Infancia y Adolescencia",Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de la Empresa,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de la Regulacion de Servicios Publicos,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de los Negocios,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de los Recursos Naturales,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho de Salud y Responsabilidad Medica e Institucional,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho del Trabajo,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho del Trabajo Individual y Colectivo y de la Seguridad Social,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Empresarío,Juridicas,Derecho y Ciencias Juridicas
"Especialista en Derecho Inmobiliarío, Urbanistico y de la Construccion",Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Internacional de los Derechos Humanos,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Judicial,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Judicial y de la Judicatura,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Laboral,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Notarial,Juridicas,Derecho y Ciencias Juridicas
"Especialista en Derecho Notarial, Registral e Inmobiliarío",Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Penal,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Penal Ciencias Penales,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Penal Economico,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Penal y Ciencias Penales,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal Civil,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal con Mencion en Procesal Civil,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal Constitucional,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal de las Ejecuciones - MD,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal Penal,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Procesal Profundizado,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Publico,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Registral,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Social,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Social (del Trabajo y de la Prevision),Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Sucesorío,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Tributarío,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho Tributarío y Finanzas Publicas,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho y Economía del Cambio Climatico,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derecho y Politica de los Recursos Naturales y del Ambiente,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derechos Humanos,Juridicas,Derecho y Ciencias Juridicas
Especialista en Derechos Humanos y Politicas Sociales,Juridicas,Derecho y Ciencias Juridicas
Especialista en Documentacion y Contratacion Notarial,Juridicas,Derecho y Ciencias Juridicas
Especialista en Elaboracion de Normas Juridicas,Juridicas,Derecho y Ciencias Juridicas
Especialista en Enseñanza de las Ciencias Juridicas,Juridicas,Derecho y Ciencias Juridicas
Especialista en Estructura Juridico Economica de la Regulacion Energetica,Juridicas,Derecho y Ciencias Juridicas
Especialista en Finanzas y Derecho Tributarío,Juridicas,Derecho y Ciencias Juridicas
Especialista en Información Juridica y Tecnicas Legislativas,Juridicas,Derecho y Ciencias Juridicas
Especialista en la Funcion Judicial,Juridicas,Derecho y Ciencias Juridicas
Especialista en Legislacion y Gestión Portuaria,Juridicas,Derecho y Ciencias Juridicas
Especialista en Magistratura,Juridicas,Derecho y Ciencias Juridicas
Especialista en Magistratura Judicial,Juridicas,Derecho y Ciencias Juridicas
Especialista en Magistratura y Gestión Judicial,Juridicas,Derecho y Ciencias Juridicas
Especialista en Mediacion,Juridicas,Derecho y Ciencias Juridicas
Especialista en Notariado,Juridicas,Derecho y Ciencias Juridicas
